ds,yhat,yhat_lower,yhat_upper
2023-11-29,4601.342317932869,4417.935023247469,4780.8690545646
2023-11-30,4609.329551421825,4433.015987664885,4776.260661716724
2023-12-01,4618.154950534614,4443.11837483335,4803.459193224203
2023-12-04,4633.3740937253115,4452.082779513977,4826.073073399919
2023-12-05,4636.441919411835,4449.140751972813,4811.907629480774
2023-12-06,4637.135244521797,4434.943953393745,4810.815054385206
2023-12-07,4642.071603751524,4451.210186507706,4826.568211842305
2023-12-08,4647.867157577825,4459.619186766096,4832.562523567353
2023-12-11,4654.448654556454,4479.091468841705,4831.639354768404
2023-12-12,4654.899746733438,4465.883341597204,4842.679568051408
2023-12-13,4653.162825967856,4469.539314536649,4808.728872370365
2023-12-14,4655.886682842327,4466.633871416132,4834.26901564599
2023-12-15,4659.716486254544,4476.524523969218,4829.85819248958
2023-12-18,4662.123512948782,4477.468407166939,4835.846482738279
2023-12-19,4661.818138926467,4490.705369139272,4850.4437885634525
2023-12-20,4659.661019746195,4467.38324487974,4825.326716882217
2023-12-21,4662.304547238062,4464.8162594312835,4844.521749901356
2023-12-22,4666.392169408904,4484.648879528776,4851.289040486541
2023-12-26,4672.690859114568,4496.089557718669,4850.452337966359
2023-12-27,4672.279238103762,4487.261807125854,4844.934396086449
2023-12-28,4676.8948289524205,4492.090586896983,4878.23120701083
2023-12-29,4683.149961301348,4508.637047335345,4856.514652350442
2024-01-02,4699.407315004964,4508.491035344532,4871.957091682657
2024-01-03,4701.641796418867,4521.476371792466,4867.769806742336
2024-01-04,4708.904555839163,4531.866597146964,4888.984424464542
2024-01-05,4717.7815668051,4528.418675187408,4914.513237610848
2024-01-08,4737.742539217433,4559.939168039352,4921.087358422696
2024-01-09,4743.874644275368,4568.676094304638,4919.111127724421
2024-01-10,4748.341142473652,4557.598071221243,4927.5782178596955
2024-01-11,4757.734087723988,4590.911491112497,4947.745972055412
2024-01-12,4768.6406545547125,4587.190745533505,4953.078341889735
2024-01-16,4801.968024745532,4619.3773776402995,4987.344410689011
2024-01-17,4808.067496051954,4621.789585438597,4988.245717938904
2024-01-18,4819.042717102471,4649.533990257706,4998.341589314782
2024-01-19,4831.488918103569,4641.199839364439,5027.147901091756
2024-01-22,4861.395063608433,4699.559382079077,5050.776548933077
2024-01-23,4870.6124836256895,4691.41660219908,5058.965095263947
2024-01-24,4878.052982492274,4695.690584999215,5059.642406625691
2024-01-25,4890.303083169625,4708.481774162143,5068.704435688493
2024-01-26,4903.93795227166,4727.468423144872,5094.477256034293
2024-01-29,4936.622268746662,4752.021220285079,5109.934008137588
2024-01-30,4946.393030693558,4778.400211998503,5136.145626022159
2024-01-31,4954.13808356274,4761.829755914215,5135.155191600525
2024-02-01,4966.404090527954,4775.763520751527,5156.11230279937
2024-02-02,4979.726373931433,4798.527259807475,5159.629336472309
2024-02-05,5009.1313850475335,4822.837862292029,5208.724011203619
2024-02-06,5016.923856997419,4841.933051671471,5200.083837489437
2024-02-07,5022.209856029883,4851.363470474419,5217.246265185234
2024-02-08,5031.524304575339,4841.86900568421,5202.963155191515
2024-02-09,5041.39978028002,4858.325660738547,5221.77590983256
2024-02-12,5057.617503696613,4880.243609558365,5244.051234315444
2024-02-13,5060.161066265986,4878.3418492681485,5243.651267192657
2024-02-14,5059.847196439744,4881.384828007755,5251.311011193826
2024-02-15,5063.27236520707,4875.172675961226,5246.020152576374
2024-02-16,5067.040643765812,4879.449896956647,5256.526675470694
2024-02-20,5060.909110277081,4883.465866975358,5236.9653309652695
2024-02-21,5054.735119571026,4871.995595713479,5231.738506933783
2024-02-22,5052.6469787154565,4869.510599122005,5256.859737641133
2024-02-23,5051.348775860946,4856.986950092123,5253.966870212614
2024-02-26,5037.188285132596,4863.736392241296,5242.665471862337
2024-02-27,5031.236138588399,4841.577391549883,5211.642404233674
2024-02-28,5023.516483171983,4841.7433839185815,5191.5457226005865
2024-02-29,5020.772769176292,4844.9649677473435,5191.969793150094
2024-03-01,5019.739088502693,4816.730637831695,5204.411759796371
2024-03-04,5011.943861859796,4833.28711751419,5191.274534486446
2024-03-05,5009.90125057706,4830.455793286992,5195.704413180383
2024-03-06,5006.907029466139,4818.834058746774,5186.564792522381
2024-03-07,5009.632956624341,4807.690786089826,5199.116329872676
2024-03-08,5014.726246159645,4825.778875014601,5196.588010076461
2024-03-11,5028.192745768267,4835.957214040018,5204.831446104437
2024-03-12,5033.792398649848,4852.8632924434805,5218.434181169474
2024-03-13,5038.498000313097,4857.6572277699415,5222.061747602999
2024-03-14,5048.844304234881,4865.731364879642,5236.724597951389
2024-03-15,5061.341933381501,4867.892442518556,5240.6367753258055
2024-03-18,5094.422446053668,4919.883630004825,5278.372831626545
2024-03-19,5105.298686512841,4913.054280579921,5290.776722381856
2024-03-20,5114.480518016272,4936.957354291057,5310.193381951264
2024-03-21,5128.421962247332,4941.273742562823,5318.062149267226
2024-03-22,5143.569281782814,4943.8034875712065,5318.370857382155
2024-03-25,5178.55068567486,5005.815569546574,5352.890323466478
2024-03-26,5188.012597601055,5012.6781519601645,5370.301212375349
2024-03-27,5194.786863566592,5013.756409440836,5388.790675176056
2024-03-28,5205.372884055818,5020.772767414083,5397.107729693096
2024-04-01,5234.054005383025,5065.716258150969,5407.939569519264
2024-04-02,5236.6222734527555,5055.896807808717,5418.855326157978
2024-04-03,5236.112835330251,5035.770905151478,5420.366904275964
2024-04-04,5239.146158828487,5045.204554514248,5439.153615963711
2024-04-05,5242.353069824665,5054.571387271444,5406.3962753787655
2024-04-08,5237.352265605006,5055.094188857384,5411.572913396079
2024-04-09,5232.810067622438,5049.380155752162,5415.806052541828
2024-04-10,5225.598410736106,5034.220434506945,5408.719135699806
2024-04-11,5222.4227664429245,5047.894594675792,5421.727563367561
2024-04-12,5219.986752976966,5036.511187347482,5403.982424370604
2024-04-15,5201.98109162754,5032.582701905588,5393.671623874817
2024-04-16,5195.461367556317,5021.719677217461,5375.626821757364
2024-04-17,5186.9983393120365,4990.398007803649,5372.518408152275
2024-04-18,5183.289207773167,5001.934093372938,5366.618765440989
2024-04-19,5181.01746972381,4988.013319163601,5356.647373625843
2024-04-22,5167.338513924174,4983.7208009718515,5340.31350190923
2024-04-23,5162.438325492397,4960.336082286924,5326.9779494399745
2024-04-24,5156.061571585369,4968.18685791137,5345.148102762132
2024-04-25,5154.844254171628,4949.420841683861,5342.7741915437155
2024-04-26,5155.4075111521925,4986.09747668376,5339.530144852823
2024-04-29,5151.683015031983,4963.500190628264,5340.516324889114
2024-04-30,5150.394676745936,4958.378454451251,5343.406255728051
2024-05-01,5147.69243763293,4961.63723528504,5327.5433711590895
2024-05-02,5150.169726605118,4974.6518206265655,5337.915488972293
2024-05-03,5154.411045754633,4968.735028908734,5335.806871835522
2024-05-06,5161.345792541178,4978.345976707077,5358.982997517499
2024-05-07,5163.422421379262,4983.736871014816,5343.889694953334
2024-05-08,5163.972287937926,4980.963450967032,5364.903662238605
2024-05-09,5169.5837895850755,4977.904786376381,5355.113666903349
2024-05-10,5176.839414349397,4980.619023067345,5351.244009472625
2024-05-13,5192.103520027014,5016.140434633236,5376.57790220005
2024-05-14,5196.722999359689,5017.306722533209,5375.866533721836
2024-05-15,5199.6992251306165,5025.387479086372,5372.473107438958
2024-05-16,5207.647428110601,5013.857109091189,5402.048947121186
2024-05-17,5217.115926216912,5031.228971129368,5387.446490222442
2024-05-20,5238.18320552851,5057.16513600588,5426.5158342842715
2024-05-21,5244.413124254187,5060.7006528359725,5433.6510616441965
2024-05-22,5248.808514849813,5068.768185781999,5431.186235825973
2024-05-23,5257.9347908091195,5077.003182985198,5445.787096978659
2024-05-24,5268.347893236114,5075.488956522913,5447.238040423997
2024-05-28,5296.6684209598125,5114.501562076782,5479.789769615503
2024-05-29,5300.542488228009,5114.801213838264,5484.849630587039
2024-05-30,5308.813493120037,5124.278119157433,5498.060139879687
2024-05-31,5318.034588885799,5134.345868073488,5499.962462148358
2024-06-03,5334.794058691698,5139.182866886209,5514.585892476925
2024-06-04,5338.394620809574,5139.095151988665,5534.192863010826
2024-06-05,5339.587310414071,5162.890754847734,5528.9763394897245
2024-06-06,5344.968886161444,5164.155517876095,5529.084268375382
2024-06-07,5351.138854958123,5170.820214703085,5524.505580444697
2024-06-10,5358.321976339405,5172.6019401217545,5533.276914254891
2024-06-11,5358.792310832475,5182.451937419518,5536.656405675426
2024-06-12,5356.992874945243,5168.371908986127,5548.900289153338
2024-06-13,5359.585074659634,5188.830082027582,5537.309812780333
2024-06-14,5363.231091646097,5178.79680784,5544.804355794211
2024-06-17,5364.9983994585,5186.876126283706,5544.292123785429
2024-06-18,5364.538189253236,5170.493441824366,5540.270664307363
2024-06-20,5364.9734033115255,5189.05394708837,5543.614943062459
2024-06-21,5369.2203560998105,5187.2983940384565,5547.485801427781
2024-06-24,5375.834420436912,5210.011832482302,5560.092129882693
2024-06-25,5377.914963116936,5196.466308137577,5564.405955890784
2024-06-26,5378.610050477836,5198.644603594432,5554.402857525087
2024-06-27,5384.541525255817,5198.720177437331,5561.622197951952
2024-06-28,5392.312253192861,5218.449042276503,5562.754160828786
2024-07-01,5410.300041102716,5226.411791706725,5598.6324605734735
2024-07-02,5416.161171157006,5244.090820789027,5600.456956656783
2024-07-03,5420.489341244342,5226.726649312111,5605.160739750034
2024-07-05,5440.688148929934,5262.183489155356,5630.7453861867425
2024-07-08,5465.4280551185875,5276.30418163286,5651.052747952915
2024-07-09,5472.518568081286,5285.409981910237,5661.636736634889
2024-07-10,5477.505005689896,5288.324180810234,5654.969138524832
2024-07-11,5486.909372066409,5308.595158935015,5692.735108198301
2024-07-12,5497.252904227035,5320.271538359675,5674.860319257177
2024-07-15,5517.05637530399,5340.7276231561045,5699.519777389756
2024-07-16,5521.501331052685,5342.1500879017185,5704.408752307677
2024-07-17,5523.43434320159,5340.073469798256,5703.049619272581
2024-07-18,5529.448061301295,5348.052680643904,5724.955596373824
2024-07-19,5536.142312479986,5350.783909936204,5716.011030204764
2024-07-22,5544.309785704535,5350.334886608524,5731.4268404209015
2024-07-23,5544.945485153061,5363.120675548016,5730.027969647022
2024-07-24,5543.251035104212,5366.658413524904,5730.580151699152
2024-07-25,5545.9013401037755,5359.329195048926,5737.137217052872
2024-07-26,5549.571573263588,5374.469631761405,5743.178553736549
2024-07-29,5551.315557585827,5369.537296585168,5725.0266414608805
2024-07-30,5550.839665616784,5376.025050169697,5751.470594196752
2024-07-31,5548.5893270347115,5356.660973083206,5739.31981610709
2024-08-01,5551.24318794554,5388.836691342032,5742.092564893339
2024-08-02,5555.46604519156,5368.0638140104165,5730.217070128949
2024-08-05,5561.855462414362,5371.642569895516,5744.145314981447
2024-08-06,5563.759955401786,5374.787978411277,5746.244779638048
2024-08-07,5564.197591862002,5377.118968159938,5746.654556944682
2024-08-08,5569.769563994135,5376.903693491534,5755.40061189062
2024-08-09,5577.057578011125,5389.63634179105,5749.27439517751
2024-08-12,5592.653634993914,5418.830777624725,5760.561465217873
2024-08-13,5597.342164816684,5401.037865824493,5786.498171215359
2024-08-14,5600.285508498975,5417.241842917727,5772.8149987965035
2024-08-15,5608.012551646215,5433.060856687839,5782.145453268146
2024-08-16,5617.041359004882,5446.492786626759,5787.799520283249
2024-08-19,5634.897220544338,5439.594272682671,5821.935201505
2024-08-20,5639.252885684989,5449.2269952057395,5817.630266621087
2024-08-21,5641.303312395415,5448.875467976342,5813.266404549955
2024-08-22,5647.586948444469,5466.933394966303,5823.561359227399
2024-08-23,5654.644216108118,5467.39509659749,5822.868086991708
2024-08-26,5663.8156607332985,5479.9420519296955,5839.19063729677
2024-08-27,5664.536664271797,5476.087091616363,5852.134055280148
2024-08-28,5662.69430378472,5483.807843452793,5847.2847945540525
2024-08-29,5664.902603788385,5501.527001080972,5848.033465805484
2024-08-30,5667.780629826953,5484.377720824508,5854.445228904597
2024-09-03,5661.489891756084,5462.724916175384,5835.582671046293
2024-09-04,5656.102612500184,5476.5755484789015,5841.497821444406
2024-09-05,5655.093681629425,5487.813917504686,5850.586280782735
2024-09-06,5655.132087136425,5469.353744147242,5830.647168581924
2024-09-09,5646.0331532295295,5473.488725814787,5828.599794958672
2024-09-10,5641.91028286744,5458.171480573743,5827.022245064009
2024-09-11,5635.967504057565,5463.115269720324,5826.20114929703
2024-09-12,5634.865271361781,5453.69934926968,5806.090728485962
2024-09-13,5635.25095622264,5450.41184142138,5826.996573716245
2024-09-16,5629.498862511108,5432.696057404837,5808.836951255419
2024-09-17,5627.1147483502045,5439.614353487727,5806.792603925196
2024-09-18,5623.138323841326,5447.431978671955,5804.752056049202
2024-09-19,5624.175929430663,5434.286987132551,5805.472803892631
2024-09-20,5626.8204426907805,5440.436382743237,5805.919323401962
2024-09-23,5628.038296015601,5439.855789080649,5810.78582912416
2024-09-24,5627.88575858356,5452.376349435158,5834.373657528356
2024-09-25,5626.029455516641,5449.632552802444,5817.030645257343
2024-09-26,5629.045736428829,5452.214202153787,5805.012584080598
2024-09-27,5633.504583714217,5450.4750577928835,5820.054987233815
2024-09-30,5639.062130164792,5467.682336353495,5823.545041923315
2024-10-01,5639.986254064527,5454.72468030672,5813.820820997679
2024-10-02,5639.037969714707,5455.9986060319925,5820.220636329276
2024-10-03,5642.812654782876,5468.401435087586,5830.240423795095
2024-10-04,5647.904396944345,5466.7222673094,5829.691691165844
2024-10-07,5654.904458879154,5471.159235173838,5832.477857118599
2024-10-08,5656.267535305075,5470.902487871551,5847.727391245388
2024-10-09,5655.794129549891,5476.297342540215,5831.916907044274
2024-10-10,5660.11256332442,5480.29054578157,5860.741567889274
2024-10-11,5665.847687360517,5485.3851718510205,5847.128712820891
2024-10-14,5675.63303569767,5495.1063563154885,5860.265750766048
2024-10-15,5678.273950345654,5494.638950032651,5860.098352344711
2024-10-16,5679.272918550026,5506.6045251560345,5877.001978637616
2024-10-17,5685.262206716756,5509.0706847890715,5871.773216174094
2024-10-18,5692.865243484478,5506.657896975879,5866.887961229667
2024-10-21,5709.346292229346,5535.724549647942,5894.244448231408
2024-10-22,5714.5302588684735,5539.88773768831,5895.600912824626
2024-10-23,5718.191939937625,5538.47879966676,5896.833506330987
2024-10-24,5726.937701819783,5550.282993128336,5914.013281378105
2024-10-25,5737.3631712887045,5554.444587474174,5933.045320577241
2024-10-28,5762.416269469959,5584.707242053337,5940.270651282561
2024-10-29,5770.396162103402,5582.626045554079,5961.4794391184205
2024-10-30,5776.777487450964,5595.885176387655,5967.417241264812
2024-10-31,5788.141993971631,5617.293011984037,5975.455744277154
2024-11-01,5801.063115652898,5618.007473855151,5980.884630919791
2024-11-04,5832.684598740182,5655.316157028854,6011.169464758644
2024-11-05,5842.502567200377,5658.284803829605,6024.337634025754
2024-11-06,5850.531018085132,5660.5167189776985,6036.1336306469575
2024-11-07,5863.346645782522,5681.187486532253,6047.55288634521
2024-11-08,5877.520211749267,5699.088188878657,6053.690398584527
2024-11-11,5911.708700528123,5730.404276693259,6098.205398335772
2024-11-12,5921.992929998634,5731.871063142392,6093.369942600185
2024-11-13,5930.2986409946525,5736.179925857851,6105.238711014476
2024-11-14,5943.206382526615,5746.628376391074,6123.148091788004
2024-11-15,5957.290611351993,5765.086453306803,6146.553818015876
2024-11-18,5990.152299566577,5803.600639348464,6189.4235645438575
2024-11-19,5999.648102369339,5821.278730913612,6199.98867872113
2024-11-20,6006.994036842458,5831.4298108322755,6193.909205611253
2024-11-21,6018.7708916724605,5831.03510915686,6210.071218968109
2024-11-22,6031.553103105642,5850.3862947343205,6218.468147371269
2024-11-25,6059.484130785353,5879.80505682923,6247.184432335025
2024-11-26,6066.9988608917865,5889.015895780821,6254.278425153257
2024-11-27,6072.19997428805,5882.745820833834,6247.107545784086
2024-11-29,6092.002903697022,5905.968796838251,6294.909806082933
2024-12-02,6111.791192844829,5925.80420537764,6300.030736299423
2024-12-03,6116.384531958102,5936.355768669219,6290.758135320626
2024-12-04,6118.595094747233,5931.617390933804,6296.2582510898255
2024-12-05,6125.0342783982505,5933.151705352177,6316.076499268784
2024-12-06,6132.311981397356,5944.837853221602,6306.673983063976
2024-12-07,6060.713783737805,5877.873438638955,6237.085104746888
2024-12-08,6064.362313737247,5881.09993309591,6237.303597456252
2024-12-09,6143.153901592304,5962.646285402978,6324.866920113152
2024-12-10,6144.943637872779,5947.119349382395,6341.761988626721
2024-12-11,6144.495922428091,5961.174617854764,6329.619710430947
2024-12-12,6148.4552310423205,5969.000237797096,6347.392452879116
2024-12-13,6153.463175583418,5971.543777871304,6334.090716102898
2024-12-14,6079.834969740975,5892.6788951753215,6255.69270561588
2024-12-15,6081.720104820842,5908.116439969205,6263.502699839942
2024-12-16,6159.038357477182,5973.597288281799,6337.889700435499
2024-12-17,6159.6642684694,5982.04363998275,6343.867317020636
2024-12-18,6158.377197206644,5961.19997735312,6338.357609799993
2024-12-19,6161.831696448144,5964.640808556254,6349.83632977421
2024-12-20,6166.674297082434,5977.109519016463,6343.717782208867
2024-12-21,6093.219825869812,5912.625446180356,6270.142132649544
2024-12-22,6095.612067608651,5913.798728655023,6273.155896120076
2024-12-23,6173.759896495085,5998.413966349819,6366.850341389442
2024-12-24,6175.522014378958,5975.784484055835,6362.224024262563
2024-12-25,6175.657394980656,5988.837604973897,6362.847014524459
2024-12-26,6180.796168533377,5985.802307915134,6372.585001716645
2024-12-27,6187.557022898986,5996.8540778793,6372.352874909719
2024-12-28,6116.224226579828,5927.0554883382765,6301.885225908562
2024-12-29,6120.909064520588,5928.639205587254,6306.081885545228
2024-12-30,6201.48678842235,6006.119286092852,6383.136473479008
2024-12-31,6205.7821944194675,6018.178670456585,6387.442588037971
2025-01-01,6208.520901315839,6007.140988021043,6391.2699610542995
2025-01-02,6216.301037751867,6025.634110072437,6403.8005810527275
2025-01-03,6225.711388887798,6036.278922442569,6405.745236433506
2025-01-04,6157.009084010749,5974.309024074176,6339.695466270911
2025-01-05,6164.281594197824,5964.745771290346,6343.978954631157
2025-01-06,6247.384122993238,6029.428290143217,6430.490304820221
2025-01-07,6254.125487834252,6060.3719539840995,6430.619609050941
2025-01-08,6259.21955453035,6076.02523083778,6456.827531757459
2025-01-09,6269.256926910665,6077.648429893544,6449.065398207441
2025-01-10,6280.822940920783,6100.353776852926,6474.077221850533
2025-01-11,6214.175048347716,6024.795470622209,6417.561380954726
2025-01-12,6223.404368155872,6019.786292412835,6408.010574564199
2025-01-13,6308.372502129067,6101.569346825518,6505.753983768401
2025-01-14,6316.896730861299,6120.661178524324,6511.646154770939
2025-01-15,6323.700674776156,6129.404723909323,6526.268618994361
2025-01-16,6335.385148126455,6127.784626443464,6531.935525563585
2025-01-17,6348.5452837962885,6138.085580864993,6554.605869193951
2025-01-18,6283.447044489736,6070.188684710191,6488.47018746197
2025-01-19,6294.187929630361,6097.224155928614,6499.353794390449
2025-01-20,6380.633005980614,6162.006652113542,6567.328053508079
2025-01-21,6390.59940829946,6185.357510830594,6576.381769851932
